"id" ;"ari_text" ;"score" ;"characters_count" ;"coleman_liau_text" ;"complexwords_text" ;"flesch_kincaid_text" ;"flesch_reading_text" ;"gunning_fog_text" ;"sentences_text" ;"smog_index_text" ;"smog_text" ;"syllables_text" ;"words_text" ;"good" ;"total_links" ;"doicount" ;"selfreferencecount" ;"wikipediacount" ;"naturecount" ;"comm_name"
24,997 ;9.813 ;2 ;458 ;9.39 ;13 ;11.118 ;52.044 ;12.8 ;5 ;11.832 ;12.341 ;163 ;103 ;yes ;3 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
24,998 ;6.907 ;1 ;271 ;8.945 ;5 ;7.774 ;66.932 ;9.2 ;4 ;9.124 ;9.516 ;91 ;62 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,001 ;13.619 ;1 ;4,610 ;9.742 ;153 ;13.891 ;44.718 ;16.4 ;37 ;14.138 ;14.746 ;1,621 ;1,023 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,002 ;9.828 ;1 ;368 ;9.315 ;12 ;10.558 ;56.326 ;13.6 ;4 ;12.487 ;13.024 ;127 ;83 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,003 ;12.668 ;-1 ;542 ;11.96 ;19 ;13.16 ;40.253 ;15.6 ;5 ;13.677 ;14.265 ;189 ;111 ;no ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,004 ;8.538 ;2 ;1,223 ;10.281 ;47 ;10.058 ;52.565 ;13.2 ;16 ;12.387 ;12.92 ;432 ;266 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,006 ;15.759 ;1 ;2,104 ;11.365 ;79 ;15.964 ;32.857 ;18.4 ;15 ;15.57 ;16.239 ;750 ;440 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,010 ;13.081 ;3 ;2,110 ;12.305 ;91 ;13.072 ;41.373 ;17.2 ;19 ;14.987 ;15.631 ;720 ;427 ;yes ;12 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,013 ;14.152 ;0 ;358 ;12.899 ;15 ;14.415 ;33.87 ;17.6 ;3 ;15.247 ;15.903 ;125 ;71 ;no ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,015 ;13.145 ;8 ;1,660 ;10.359 ;66 ;13.515 ;43.965 ;17.2 ;14 ;14.892 ;15.533 ;582 ;360 ;yes ;4 ;0 ;0 ;0 ;4 ;biology.stackexchange.com
25,018 ;16.647 ;2 ;871 ;12.684 ;33 ;15.997 ;32.024 ;18.8 ;6 ;15.845 ;16.527 ;299 ;174 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,019 ;14.97 ;2 ;1,756 ;10.49 ;60 ;14.959 ;39.741 ;17.6 ;13 ;14.767 ;15.402 ;616 ;379 ;yes ;6 ;0 ;0 ;2 ;0 ;biology.stackexchange.com
25,020 ;7.909 ;1 ;306 ;8.948 ;8 ;9.104 ;60.964 ;11.2 ;4 ;10.746 ;11.208 ;106 ;70 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,021 ;11.361 ;1 ;437 ;7.949 ;16 ;13.498 ;44.597 ;16.4 ;4 ;13.954 ;14.555 ;167 ;104 ;yes ;3 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,022 ;5.228 ;1 ;478 ;6.471 ;12 ;6.239 ;76.157 ;9.6 ;8 ;9.708 ;10.126 ;159 ;116 ;yes ;3 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,025 ;7.562 ;1 ;234 ;11.828 ;14 ;11.52 ;28.5 ;16 ;5 ;12.165 ;12.688 ;90 ;45 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,026 ;15.271 ;1 ;804 ;11.9 ;25 ;14.516 ;39.973 ;16.8 ;6 ;14.18 ;14.79 ;271 ;165 ;yes ;2 ;0 ;1 ;0 ;0 ;biology.stackexchange.com
25,030 ;9.298 ;1 ;843 ;11.736 ;37 ;10.72 ;46.376 ;14.4 ;11 ;13.045 ;13.606 ;297 ;174 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,032 ;6.489 ;1 ;213 ;10.079 ;11 ;8.989 ;50.656 ;14 ;4 ;12.083 ;12.603 ;77 ;45 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,033 ;8.343 ;2 ;1,357 ;9.066 ;46 ;9.6 ;58.611 ;12.8 ;17 ;12.01 ;12.526 ;474 ;309 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,034 ;12.009 ;1 ;2,304 ;9.861 ;77 ;12.224 ;50.596 ;15.6 ;21 ;13.488 ;14.068 ;792 ;509 ;yes ;8 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,035 ;10.323 ;1 ;201 ;14.197 ;9 ;10.906 ;38.836 ;14.4 ;3 ;12.487 ;13.024 ;68 ;37 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,038 ;20.156 ;2 ;545 ;12.861 ;22 ;19.199 ;23.913 ;22.4 ;3 ;17.832 ;18.599 ;192 ;112 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,039 ;15.072 ;0 ;925 ;11.875 ;40 ;14.683 ;38.137 ;19.2 ;7 ;16.093 ;16.785 ;317 ;190 ;no ;2 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,041 ;10.211 ;1 ;885 ;11.075 ;36 ;11.959 ;42.632 ;14.8 ;10 ;13.392 ;13.968 ;321 ;187 ;yes ;2 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,042 ;15.248 ;2 ;908 ;13.078 ;41 ;15.148 ;32.003 ;18.8 ;7 ;16.256 ;16.955 ;315 ;179 ;yes ;6 ;0 ;0 ;2 ;0 ;biology.stackexchange.com
25,046 ;10.79 ;4 ;1,747 ;11.547 ;73 ;11.56 ;46.21 ;15.6 ;19 ;13.736 ;14.327 ;606 ;363 ;yes ;9 ;0 ;0 ;3 ;0 ;biology.stackexchange.com
25,047 ;8.075 ;1 ;475 ;8.634 ;12 ;8.295 ;68.248 ;11.2 ;6 ;10.746 ;11.208 ;156 ;110 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,050 ;13.289 ;2 ;1,176 ;13.714 ;45 ;12.991 ;38.678 ;15.6 ;11 ;14.078 ;14.684 ;395 ;227 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,053 ;15.338 ;6 ;1,829 ;10.411 ;61 ;14.828 ;45.067 ;18 ;13 ;14.865 ;15.504 ;630 ;411 ;yes ;12 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,054 ;11.592 ;2 ;1,767 ;10.445 ;59 ;11.399 ;53.362 ;14.8 ;17 ;13.204 ;13.772 ;590 ;382 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,055 ;6.884 ;3 ;196 ;8.437 ;9 ;8.903 ;57.357 ;13.6 ;3 ;12.487 ;13.024 ;70 ;44 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,058 ;6.757 ;1 ;458 ;6.257 ;15 ;8.959 ;65.566 ;12.4 ;6 ;11.66 ;12.162 ;168 ;117 ;yes ;3 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,059 ;10.161 ;4 ;2,276 ;8.025 ;67 ;10.808 ;59.395 ;14 ;23 ;12.348 ;12.879 ;789 ;540 ;yes ;4 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,064 ;12.16 ;4 ;917 ;8.557 ;28 ;13.075 ;48.74 ;15.6 ;8 ;13.247 ;13.817 ;330 ;213 ;yes ;4 ;0 ;0 ;2 ;0 ;biology.stackexchange.com
25,069 ;9.457 ;3 ;1,140 ;11.061 ;44 ;10.121 ;53.16 ;14 ;14 ;12.71 ;13.257 ;388 ;241 ;yes ;2 ;0 ;0 ;0 ;1 ;biology.stackexchange.com
25,070 ;11.501 ;1 ;1,627 ;13.335 ;64 ;12.377 ;37.794 ;14.8 ;18 ;13.328 ;13.901 ;568 ;318 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,072 ;14.524 ;2 ;1,599 ;9.508 ;44 ;14.075 ;47.291 ;16.4 ;12 ;13.488 ;14.068 ;547 ;358 ;yes ;6 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,077 ;8.115 ;1 ;638 ;10.629 ;19 ;8.004 ;64.793 ;11.2 ;9 ;10.958 ;11.43 ;205 ;137 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,079 ;12.037 ;1 ;455 ;8.483 ;15 ;12.111 ;55.432 ;16 ;4 ;13.607 ;14.192 ;156 ;106 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,080 ;14.76 ;1 ;683 ;9.823 ;20 ;14.394 ;47.795 ;17.2 ;5 ;13.954 ;14.555 ;236 ;157 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,084 ;18.97 ;0 ;693 ;9.711 ;26 ;18.374 ;34.576 ;22.4 ;4 ;16.964 ;17.694 ;249 ;160 ;no ;6 ;0 ;0 ;2 ;0 ;biology.stackexchange.com
25,086 ;7.224 ;2 ;760 ;7.528 ;14 ;7.875 ;71.374 ;10 ;10 ;9.481 ;9.889 ;254 ;184 ;yes ;3 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,088 ;9.324 ;2 ;1,793 ;9.869 ;57 ;10.477 ;53.531 ;12.8 ;21 ;12.024 ;12.541 ;628 ;396 ;yes ;7 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,091 ;7.911 ;2 ;301 ;11.264 ;11 ;10.834 ;39.121 ;12 ;5 ;11.124 ;11.602 ;112 ;61 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,092 ;16.798 ;2 ;862 ;13.602 ;37 ;18.441 ;12.424 ;19.6 ;6 ;16.601 ;17.315 ;328 ;167 ;yes ;2 ;0 ;0 ;2 ;0 ;biology.stackexchange.com
25,095 ;12.263 ;6 ;710 ;12.65 ;33 ;13.595 ;33.727 ;17.2 ;7 ;14.892 ;15.533 ;256 ;142 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,099 ;14.374 ;3 ;1,463 ;12.812 ;62 ;14.061 ;37.442 ;18 ;12 ;15.45 ;16.114 ;498 ;291 ;yes ;6 ;0 ;0 ;2 ;0 ;biology.stackexchange.com
25,100 ;7.006 ;0 ;561 ;9.284 ;19 ;8.557 ;57.855 ;11.2 ;9 ;10.958 ;11.43 ;195 ;122 ;no ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,101 ;12.921 ;2 ;1,796 ;9.191 ;46 ;12.62 ;52.914 ;15.2 ;15 ;12.592 ;13.133 ;608 ;407 ;yes ;9 ;0 ;0 ;1 ;4 ;biology.stackexchange.com
25,104 ;14.509 ;2 ;396 ;10.01 ;17 ;15.115 ;38.345 ;19.2 ;3 ;16.038 ;16.728 ;143 ;87 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,106 ;11.467 ;2 ;1,074 ;9.02 ;42 ;12.604 ;48.334 ;16.4 ;10 ;14.225 ;14.837 ;387 ;245 ;yes ;3 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,112 ;14.225 ;-3 ;802 ;8.676 ;15 ;13.157 ;58.025 ;15.6 ;6 ;11.66 ;12.162 ;265 ;193 ;no ;4 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,123 ;14.544 ;1 ;2,296 ;9.62 ;77 ;14.426 ;47.376 ;18 ;17 ;14.657 ;15.287 ;803 ;532 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,185 ;21.245 ;3 ;5,777 ;12.555 ;263 ;20.542 ;19.031 ;24.4 ;30 ;19.217 ;20.044 ;2,088 ;1,200 ;yes ;17 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,191 ;18.011 ;5 ;2,419 ;12.639 ;103 ;17.432 ;29.57 ;21.2 ;15 ;17.353 ;18.099 ;849 ;501 ;yes ;13 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,209 ;11.702 ;21 ;4,603 ;8.972 ;142 ;11.901 ;54.351 ;15.2 ;42 ;13.071 ;13.633 ;1,580 ;1,052 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,211 ;-0.724 ;2 ;80 ;-0.348 ;2 ;3.66 ;92.866 ;8 ;2 ;8.477 ;8.842 ;32 ;27 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,213 ;4.358 ;2 ;170 ;5.486 ;5 ;6.191 ;76.208 ;10 ;3 ;10.071 ;10.504 ;59 ;43 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,268 ;12.904 ;0 ;313 ;13.422 ;11 ;12.265 ;43.347 ;15.2 ;3 ;13.488 ;14.068 ;103 ;61 ;no ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,395 ;10.614 ;1 ;514 ;8.015 ;18 ;12.013 ;52.395 ;15.2 ;5 ;13.392 ;13.968 ;187 ;122 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,401 ;13.353 ;2 ;1,516 ;11.547 ;61 ;14.276 ;35.869 ;17.2 ;13 ;14.865 ;15.504 ;545 ;315 ;yes ;2 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,405 ;9.632 ;7 ;1,165 ;9.491 ;41 ;11.183 ;50.643 ;14 ;13 ;12.727 ;13.274 ;419 ;261 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,406 ;7.752 ;1 ;285 ;9.845 ;11 ;8.908 ;59.249 ;12.8 ;4 ;12.083 ;12.603 ;98 ;63 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,407 ;9.349 ;2 ;588 ;10.257 ;20 ;10.716 ;50.8 ;13.2 ;7 ;12.258 ;12.785 ;208 ;128 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,408 ;27.386 ;2 ;728 ;8.563 ;19 ;24.118 ;26.637 ;27.2 ;3 ;16.784 ;17.506 ;251 ;176 ;yes ;6 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,409 ;11.466 ;4 ;848 ;9.488 ;24 ;11.683 ;53.602 ;14 ;8 ;12.487 ;13.024 ;290 ;190 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,410 ;11.209 ;2 ;1,123 ;12.084 ;48 ;12.103 ;42.279 ;15.6 ;12 ;13.954 ;14.555 ;393 ;229 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,412 ;9.794 ;2 ;550 ;9.325 ;23 ;11.407 ;50.089 ;15.2 ;6 ;13.724 ;14.314 ;199 ;124 ;yes ;2 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,413 ;12.999 ;3 ;758 ;12.767 ;38 ;15.251 ;24.144 ;18.4 ;7 ;15.762 ;16.439 ;287 ;151 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,418 ;12.324 ;4 ;2,452 ;8.23 ;82 ;13.061 ;50.361 ;16.4 ;21 ;13.823 ;14.418 ;877 ;577 ;yes ;9 ;0 ;0 ;0 ;1 ;biology.stackexchange.com
25,419 ;13.196 ;2 ;694 ;11.391 ;21 ;12.715 ;46.946 ;15.2 ;6 ;13.247 ;13.817 ;232 ;145 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,420 ;22.184 ;0 ;599 ;14.355 ;30 ;21.001 ;13.958 ;25.6 ;3 ;20.321 ;21.194 ;212 ;117 ;no ;4 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,422 ;12.075 ;2 ;1,999 ;12.562 ;85 ;12.475 ;41.335 ;16.4 ;20 ;14.292 ;14.906 ;688 ;401 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,423 ;11.604 ;0 ;414 ;10.598 ;15 ;11.517 ;52.123 ;15.2 ;4 ;13.607 ;14.192 ;139 ;89 ;no ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,424 ;11.78 ;4 ;794 ;12.068 ;26 ;11.319 ;49.981 ;14.4 ;8 ;12.874 ;13.428 ;261 ;162 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,428 ;11.62 ;1 ;1,664 ;10.501 ;77 ;13.474 ;38.426 ;17.2 ;16 ;15.016 ;15.661 ;618 ;359 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,431 ;13.669 ;1 ;1,406 ;8.448 ;47 ;14.243 ;46.059 ;17.2 ;11 ;14.322 ;14.938 ;506 ;328 ;yes ;5 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,432 ;10.326 ;2 ;1,208 ;7.905 ;42 ;12.003 ;51.756 ;15.2 ;12 ;13.247 ;13.817 ;445 ;288 ;yes ;3 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,437 ;8.349 ;0 ;1,752 ;9.128 ;63 ;9.966 ;55.834 ;13.2 ;22 ;12.269 ;12.796 ;624 ;398 ;no ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,439 ;15.861 ;2 ;575 ;11.294 ;20 ;15.194 ;41.787 ;18.8 ;4 ;15.247 ;15.903 ;197 ;125 ;yes ;4 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,440 ;5.999 ;0 ;330 ;7.496 ;15 ;8.498 ;62.638 ;13.6 ;5 ;12.487 ;13.024 ;121 ;80 ;no ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,441 ;9.482 ;0 ;348 ;9.82 ;11 ;11.073 ;49.959 ;13.2 ;4 ;12.083 ;12.603 ;125 ;77 ;no ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,442 ;9.951 ;1 ;461 ;9.562 ;15 ;10.774 ;54.509 ;13.6 ;5 ;12.487 ;13.024 ;160 ;103 ;yes ;2 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,448 ;13.143 ;1 ;2,059 ;11.602 ;75 ;12.812 ;45.455 ;16 ;18 ;14.18 ;14.79 ;693 ;427 ;yes ;3 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,449 ;15.845 ;2 ;2,117 ;11.347 ;62 ;14.654 ;42.606 ;16.8 ;15 ;14.136 ;14.743 ;703 ;443 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,450 ;8.099 ;5 ;813 ;9.952 ;27 ;9.149 ;58.456 ;12.4 ;11 ;11.581 ;12.079 ;279 ;179 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,452 ;11.731 ;3 ;2,132 ;11.419 ;74 ;11.448 ;50.727 ;14.8 ;21 ;13.282 ;13.853 ;708 ;445 ;yes ;8 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,453 ;16.268 ;1 ;1,891 ;14.399 ;80 ;16.468 ;22.416 ;18.8 ;14 ;16.093 ;16.785 ;669 ;357 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,455 ;11.189 ;1 ;1,326 ;9.947 ;56 ;12.81 ;43.23 ;16.4 ;13 ;14.368 ;14.986 ;486 ;292 ;yes ;7 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,457 ;22.219 ;5 ;2,222 ;12.467 ;108 ;21.061 ;19.032 ;26 ;11 ;20.162 ;21.029 ;794 ;463 ;yes ;9 ;0 ;0 ;5 ;0 ;biology.stackexchange.com
25,459 ;17.323 ;1 ;2,294 ;13.32 ;84 ;16.946 ;28.664 ;19.2 ;15 ;15.961 ;16.648 ;805 ;464 ;yes ;5 ;0 ;0 ;3 ;0 ;biology.stackexchange.com
25,465 ;8.291 ;0 ;674 ;7.705 ;14 ;8.915 ;67.215 ;11.2 ;8 ;10.246 ;10.686 ;228 ;162 ;no ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,466 ;9.452 ;1 ;634 ;8.777 ;20 ;9.759 ;62.242 ;13.2 ;7 ;12.258 ;12.785 ;213 ;146 ;yes ;2 ;0 ;2 ;0 ;0 ;biology.stackexchange.com
25,469 ;9.074 ;0 ;363 ;11.093 ;14 ;9.796 ;51.194 ;12.8 ;5 ;12.165 ;12.688 ;123 ;74 ;no ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,475 ;5.742 ;2 ;199 ;9.458 ;7 ;7.537 ;60.17 ;10.4 ;4 ;10.246 ;10.686 ;69 ;43 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,476 ;19.421 ;1 ;1,701 ;14.839 ;70 ;18.454 ;21.002 ;21.2 ;10 ;17.491 ;18.244 ;590 ;327 ;yes ;4 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,477 ;7.958 ;2 ;396 ;10.302 ;15 ;9.709 ;50.095 ;12.4 ;6 ;11.66 ;12.162 ;140 ;83 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,478 ;11.793 ;3 ;519 ;10.99 ;15 ;11.334 ;52.99 ;14 ;5 ;12.487 ;13.024 ;171 ;110 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,479 ;6.877 ;2 ;190 ;8.845 ;8 ;8.694 ;57.668 ;13.2 ;3 ;11.944 ;12.458 ;67 ;42 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,482 ;14.621 ;1 ;1,382 ;12.481 ;56 ;15.277 ;30.546 ;18 ;11 ;15.358 ;16.019 ;495 ;278 ;yes ;2 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,483 ;7.005 ;0 ;446 ;9.006 ;18 ;8.533 ;58.819 ;12.8 ;7 ;11.783 ;12.29 ;155 ;98 ;no ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,484 ;3.081 ;-1 ;222 ;5.974 ;1 ;3.075 ;92.612 ;4.8 ;5 ;5.449 ;5.684 ;67 ;55 ;no ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,486 ;14.928 ;1 ;2,084 ;9.2 ;70 ;14.6 ;48.692 ;18.4 ;15 ;14.832 ;15.47 ;725 ;491 ;yes ;5 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,487 ;9.892 ;7 ;875 ;10.614 ;27 ;11.011 ;49.603 ;12.8 ;10 ;12 ;12.516 ;307 ;188 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,488 ;16.248 ;1 ;1,899 ;11.886 ;66 ;15.486 ;39.387 ;18.8 ;13 ;15.341 ;16.001 ;649 ;404 ;yes ;4 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,490 ;14.49 ;1 ;1,710 ;10.13 ;64 ;15.065 ;38.293 ;18 ;13 ;15.153 ;15.805 ;616 ;374 ;yes ;5 ;0 ;0 ;2 ;0 ;biology.stackexchange.com
25,493 ;4.294 ;5 ;132 ;7.116 ;4 ;5.223 ;75.425 ;9.2 ;3 ;9.325 ;9.726 ;43 ;30 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,495 ;10.279 ;2 ;279 ;10.14 ;5 ;8.783 ;68.311 ;11.2 ;3 ;10.071 ;10.504 ;85 ;61 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,497 ;18.064 ;3 ;1,765 ;13.239 ;69 ;16.879 ;32.014 ;20.4 ;11 ;16.718 ;17.437 ;600 ;358 ;yes ;4 ;0 ;1 ;0 ;0 ;biology.stackexchange.com
25,499 ;17.799 ;6 ;1,100 ;13.517 ;49 ;17.44 ;26.261 ;21.2 ;7 ;17.491 ;18.244 ;388 ;221 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,501 ;12.849 ;4 ;1,085 ;8.56 ;29 ;12.702 ;53.865 ;15.6 ;9 ;12.832 ;13.384 ;371 ;252 ;yes ;2 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,502 ;7.819 ;2 ;274 ;9.554 ;3 ;6.563 ;74.284 ;7.6 ;4 ;7.743 ;8.076 ;82 ;59 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,503 ;20.176 ;2 ;1,969 ;14.402 ;90 ;20.057 ;13.438 ;22.8 ;11 ;18.667 ;19.47 ;717 ;384 ;yes ;8 ;0 ;0 ;5 ;0 ;biology.stackexchange.com
25,506 ;15.926 ;1 ;837 ;12.2 ;28 ;14.826 ;39.233 ;17.6 ;6 ;14.832 ;15.47 ;279 ;170 ;yes ;2 ;0 ;0 ;0 ;2 ;biology.stackexchange.com
25,509 ;3.548 ;1 ;306 ;5.307 ;4 ;5.818 ;76.502 ;7.2 ;6 ;7.472 ;7.794 ;108 ;78 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,512 ;14.526 ;4 ;938 ;10.138 ;34 ;15.057 ;41.305 ;18 ;7 ;15.071 ;15.719 ;339 ;213 ;yes ;7 ;0 ;1 ;5 ;0 ;biology.stackexchange.com
25,513 ;10.491 ;6 ;2,185 ;10.124 ;69 ;11.005 ;53.177 ;13.6 ;23 ;12.487 ;13.024 ;749 ;478 ;yes ;2 ;2 ;0 ;0 ;0 ;biology.stackexchange.com
25,515 ;13.692 ;3 ;1,335 ;13.677 ;59 ;14.291 ;30.896 ;17.2 ;12 ;15.145 ;15.796 ;470 ;258 ;yes ;1 ;0 ;0 ;1 ;0 ;biology.stackexchange.com
25,519 ;13.805 ;3 ;1,657 ;9.226 ;63 ;14.351 ;43.55 ;17.6 ;13 ;15.058 ;15.705 ;594 ;375 ;yes ;6 ;0 ;0 ;5 ;0 ;biology.stackexchange.com
25,520 ;10.173 ;0 ;262 ;11.258 ;10 ;9.796 ;57.481 ;14.4 ;3 ;13 ;13.559 ;85 ;55 ;no ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,521 ;14.302 ;1 ;991 ;12.096 ;41 ;14.82 ;33.784 ;18 ;8 ;15.4 ;16.062 ;352 ;202 ;yes ;4 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,523 ;3.611 ;0 ;157 ;6.887 ;3 ;4.309 ;80.2 ;6.8 ;4 ;7.743 ;8.076 ;50 ;36 ;no ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,525 ;13.089 ;1 ;1,246 ;8.421 ;44 ;13.713 ;50.716 ;17.6 ;10 ;14.489 ;15.112 ;449 ;303 ;yes ;5 ;0 ;0 ;0 ;1 ;biology.stackexchange.com
25,526 ;11.119 ;5 ;1,423 ;6.876 ;42 ;11.93 ;58.031 ;15.2 ;13 ;12.845 ;13.397 ;507 ;354 ;yes ;7 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,527 ;17.679 ;1 ;1,068 ;2.647 ;25 ;18.15 ;51.702 ;22 ;7 ;13.351 ;13.925 ;426 ;341 ;yes ;1 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,529 ;9.085 ;2 ;312 ;11.044 ;12 ;10.333 ;50.369 ;13.6 ;4 ;12.487 ;13.024 ;109 ;66 ;yes ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
25,530 ;9.481 ;0 ;1,147 ;11.002 ;48 ;10.797 ;48.566 ;14.4 ;14 ;13.142 ;13.707 ;404 ;243 ;no ;0 ;0 ;0 ;0 ;0 ;biology.stackexchange.com
