"id" ;"ari_text" ;"score" ;"characters_count" ;"coleman_liau_text" ;"complexwords_text" ;"flesch_kincaid_text" ;"flesch_reading_text" ;"gunning_fog_text" ;"sentences_text" ;"smog_index_text" ;"smog_text" ;"syllables_text" ;"words_text" ;"good" ;"total_links" ;"comm_name"
66,097 ;9.915 ;1 ;1,215 ;10.831 ;52 ;11.125 ;48.255 ;15.2 ;14 ;13.556 ;14.139 ;428 ;259 ;yes ;0 ;chemistry.stackexchange.com
66,102 ;12.981 ;1 ;358 ;9.558 ;13 ;12.953 ;49.696 ;16.8 ;3 ;14.402 ;15.021 ;123 ;80 ;yes ;0 ;chemistry.stackexchange.com
66,108 ;16.156 ;8 ;1,784 ;9.891 ;61 ;15.936 ;41.514 ;19.2 ;12 ;15.349 ;16.009 ;632 ;409 ;yes ;0 ;chemistry.stackexchange.com
66,109 ;20.905 ;6 ;761 ;10.88 ;30 ;20.105 ;25.723 ;23.6 ;4 ;18 ;18.774 ;275 ;168 ;yes ;0 ;chemistry.stackexchange.com
66,112 ;8.587 ;1 ;290 ;11.202 ;15 ;11.056 ;42.96 ;15.6 ;4 ;13.607 ;14.192 ;107 ;61 ;yes ;0 ;chemistry.stackexchange.com
66,113 ;8.887 ;4 ;996 ;7.243 ;26 ;10.422 ;59.848 ;12.8 ;11 ;11.421 ;11.912 ;359 ;244 ;yes ;3 ;chemistry.stackexchange.com
66,118 ;21.865 ;3 ;2,781 ;12.393 ;111 ;20.539 ;21.722 ;24 ;14 ;18.423 ;19.215 ;982 ;581 ;yes ;2 ;chemistry.stackexchange.com
66,123 ;12.421 ;3 ;183 ;14.902 ;6 ;11.169 ;45.262 ;13.6 ;2 ;12.487 ;13.024 ;58 ;34 ;yes ;0 ;chemistry.stackexchange.com
66,205 ;10.545 ;1 ;296 ;9.221 ;8 ;11.789 ;50.322 ;13.2 ;3 ;11.944 ;12.458 ;106 ;67 ;yes ;1 ;chemistry.stackexchange.com
66,280 ;10.932 ;4 ;313 ;8.454 ;7 ;11.196 ;58.134 ;13.2 ;3 ;11.367 ;11.855 ;107 ;73 ;yes ;0 ;chemistry.stackexchange.com
66,281 ;0.07 ;0 ;116 ;3.24 ;3 ;5.323 ;70.704 ;6.4 ;4 ;7.743 ;8.076 ;47 ;31 ;no ;0 ;chemistry.stackexchange.com
66,321 ;8.139 ;3 ;389 ;10.84 ;16 ;8.785 ;55.827 ;13.2 ;6 ;11.944 ;12.458 ;130 ;80 ;yes ;1 ;chemistry.stackexchange.com
66,464 ;11.441 ;3 ;1,179 ;9.015 ;48 ;12.547 ;48.666 ;16.4 ;11 ;14.442 ;15.063 ;424 ;269 ;yes ;0 ;chemistry.stackexchange.com
66,467 ;13.192 ;2 ;3,069 ;10.672 ;130 ;13.558 ;42.933 ;17.6 ;26 ;15.247 ;15.903 ;1,075 ;658 ;yes ;4 ;chemistry.stackexchange.com
66,468 ;9.365 ;0 ;366 ;8.267 ;13 ;10.769 ;56.145 ;14.4 ;4 ;12.874 ;13.428 ;131 ;86 ;no ;0 ;chemistry.stackexchange.com
66,469 ;10.23 ;0 ;579 ;9.036 ;21 ;11.763 ;49.914 ;14.8 ;6 ;13.247 ;13.817 ;210 ;132 ;no ;2 ;chemistry.stackexchange.com
66,470 ;9.195 ;4 ;1,225 ;6.779 ;33 ;11.097 ;57.426 ;13.2 ;13 ;11.727 ;12.231 ;454 ;306 ;yes ;0 ;chemistry.stackexchange.com
66,471 ;6.725 ;0 ;1,310 ;8.092 ;40 ;8.792 ;58.566 ;10.8 ;20 ;10.746 ;11.208 ;469 ;298 ;no ;2 ;chemistry.stackexchange.com
66,473 ;10 ;2 ;2,275 ;9.999 ;73 ;10.311 ;56.759 ;13.6 ;25 ;12.359 ;12.891 ;767 ;500 ;yes ;0 ;chemistry.stackexchange.com
66,475 ;7.484 ;0 ;216 ;12.23 ;8 ;9.193 ;43.756 ;10.8 ;5 ;9.928 ;10.355 ;75 ;41 ;no ;0 ;chemistry.stackexchange.com
66,478 ;8.123 ;4 ;411 ;7.902 ;16 ;9.754 ;60.041 ;14 ;5 ;12.798 ;13.348 ;147 ;98 ;yes ;2 ;chemistry.stackexchange.com
66,487 ;4.352 ;1 ;252 ;6.938 ;6 ;6.79 ;67.755 ;8.8 ;5 ;9 ;9.387 ;90 ;60 ;yes ;0 ;chemistry.stackexchange.com
66,488 ;14.309 ;3 ;500 ;11.792 ;19 ;15.074 ;32.854 ;17.2 ;4 ;14.937 ;15.58 ;180 ;103 ;yes ;3 ;chemistry.stackexchange.com
66,489 ;17.439 ;1 ;638 ;6.702 ;22 ;17.933 ;40.852 ;21.6 ;4 ;15.845 ;16.527 ;244 ;167 ;yes ;2 ;chemistry.stackexchange.com
66,492 ;9.46 ;1 ;539 ;9.011 ;16 ;10.441 ;56.72 ;13.2 ;6 ;11.944 ;12.458 ;188 ;123 ;yes ;2 ;chemistry.stackexchange.com
66,494 ;11.846 ;1 ;716 ;11.504 ;29 ;12.431 ;43.851 ;16 ;7 ;14.148 ;14.757 ;249 ;149 ;yes ;2 ;chemistry.stackexchange.com
66,495 ;5.078 ;7 ;255 ;8.096 ;5 ;7.041 ;65.244 ;7.6 ;5 ;8.477 ;8.842 ;89 ;58 ;yes ;1 ;chemistry.stackexchange.com
66,496 ;14.664 ;2 ;1,049 ;10.907 ;41 ;15.23 ;35.519 ;18 ;8 ;15.4 ;16.062 ;377 ;223 ;yes ;0 ;chemistry.stackexchange.com
66,497 ;10.126 ;1 ;382 ;9.062 ;16 ;12.017 ;47.648 ;15.6 ;4 ;13.954 ;14.555 ;141 ;87 ;yes ;0 ;chemistry.stackexchange.com
66,500 ;9.57 ;4 ;359 ;9.305 ;9 ;9.935 ;59.903 ;12.4 ;4 ;11.216 ;11.698 ;121 ;81 ;yes ;0 ;chemistry.stackexchange.com
66,502 ;7.227 ;-2 ;205 ;9.449 ;8 ;7.577 ;68.05 ;12.8 ;3 ;11.944 ;12.458 ;67 ;46 ;no ;0 ;chemistry.stackexchange.com
66,504 ;6.989 ;3 ;1,454 ;6.792 ;37 ;8.18 ;70.448 ;11.6 ;19 ;10.643 ;11.101 ;502 ;363 ;yes ;0 ;chemistry.stackexchange.com
66,509 ;27.055 ;0 ;998 ;14.976 ;38 ;23.976 ;8.215 ;26.4 ;4 ;19.882 ;20.737 ;339 ;191 ;no ;4 ;chemistry.stackexchange.com
66,511 ;6.439 ;1 ;789 ;6.91 ;23 ;8.337 ;67.029 ;11.2 ;11 ;10.92 ;11.39 ;282 ;196 ;yes ;0 ;chemistry.stackexchange.com
66,512 ;4.097 ;2 ;171 ;7.025 ;1 ;5.156 ;75.462 ;4.4 ;4 ;5.739 ;5.985 ;56 ;39 ;yes ;0 ;chemistry.stackexchange.com
66,513 ;10.469 ;-2 ;744 ;5.673 ;16 ;10.402 ;70.098 ;14 ;7 ;11.281 ;11.766 ;250 ;195 ;no ;2 ;chemistry.stackexchange.com
66,519 ;8.438 ;4 ;1,006 ;8.201 ;33 ;9.738 ;60.424 ;12.8 ;12 ;12.083 ;12.603 ;354 ;237 ;yes ;2 ;chemistry.stackexchange.com
66,523 ;6.274 ;2 ;319 ;7.591 ;9 ;8.041 ;63.77 ;10.4 ;5 ;10.348 ;10.794 ;112 ;74 ;yes ;1 ;chemistry.stackexchange.com
66,525 ;8.849 ;4 ;2,277 ;9.81 ;84 ;9.786 ;56.965 ;13.6 ;28 ;12.487 ;13.024 ;784 ;504 ;yes ;0 ;chemistry.stackexchange.com
66,529 ;8.416 ;-1 ;478 ;9.269 ;14 ;9.239 ;60.882 ;12 ;6 ;11.367 ;11.855 ;163 ;108 ;no ;4 ;chemistry.stackexchange.com
66,532 ;2.967 ;1 ;221 ;3.862 ;2 ;5.537 ;83.42 ;7.2 ;4 ;6.873 ;7.169 ;80 ;63 ;yes ;0 ;chemistry.stackexchange.com
66,534 ;11.176 ;0 ;210 ;8.969 ;12 ;12.945 ;45 ;19.6 ;2 ;16.416 ;17.122 ;78 ;48 ;no ;0 ;chemistry.stackexchange.com
66,535 ;4.373 ;0 ;180 ;8.059 ;7 ;6.827 ;64.373 ;10.8 ;4 ;10.246 ;10.686 ;64 ;41 ;no ;0 ;chemistry.stackexchange.com
66,536 ;8.963 ;2 ;538 ;7.764 ;17 ;9.717 ;63.687 ;13.6 ;6 ;12.22 ;12.745 ;185 ;129 ;yes ;4 ;chemistry.stackexchange.com
66,537 ;14.8 ;1 ;1,010 ;12.797 ;45 ;15.284 ;30.232 ;18.8 ;8 ;15.99 ;16.678 ;359 ;201 ;yes ;0 ;chemistry.stackexchange.com
66,542 ;22.977 ;8 ;1,879 ;13.401 ;80 ;21.756 ;14.089 ;25.2 ;9 ;19.33 ;20.161 ;672 ;379 ;yes ;8 ;chemistry.stackexchange.com
66,543 ;13.311 ;2 ;1,025 ;5.839 ;23 ;13.829 ;58.03 ;16.8 ;8 ;12.287 ;12.816 ;374 ;279 ;yes ;0 ;chemistry.stackexchange.com
66,544 ;8.158 ;1 ;497 ;7.799 ;17 ;10.39 ;55.894 ;13.2 ;6 ;12.22 ;12.745 ;184 ;119 ;yes ;0 ;chemistry.stackexchange.com
66,545 ;2.718 ;1 ;385 ;5.583 ;15 ;5.42 ;72.77 ;10 ;10 ;9.708 ;10.126 ;137 ;93 ;yes ;0 ;chemistry.stackexchange.com
66,547 ;11.337 ;4 ;603 ;10.732 ;20 ;11.913 ;47.947 ;14.4 ;6 ;13 ;13.559 ;209 ;129 ;yes ;2 ;chemistry.stackexchange.com
66,552 ;6.834 ;3 ;223 ;7.081 ;8 ;9.153 ;62.096 ;12.8 ;3 ;11.944 ;12.458 ;82 ;55 ;yes ;2 ;chemistry.stackexchange.com
66,553 ;17.25 ;3 ;2,014 ;12.177 ;84 ;17.056 ;30.868 ;20.4 ;13 ;16.923 ;17.651 ;716 ;424 ;yes ;3 ;chemistry.stackexchange.com
66,554 ;3.552 ;3 ;179 ;6.719 ;2 ;4.244 ;83.78 ;5.6 ;4 ;6.873 ;7.169 ;57 ;43 ;yes ;0 ;chemistry.stackexchange.com
66,555 ;6.694 ;4 ;505 ;7.383 ;17 ;8.147 ;67.946 ;12 ;7 ;11.536 ;12.032 ;176 ;123 ;yes ;0 ;chemistry.stackexchange.com
66,557 ;11.041 ;1 ;811 ;9.738 ;21 ;10.885 ;57.098 ;13.2 ;8 ;11.874 ;12.385 ;270 ;180 ;yes ;0 ;chemistry.stackexchange.com
66,558 ;11.204 ;-1 ;516 ;9.628 ;13 ;10.516 ;60.636 ;13.6 ;5 ;11.832 ;12.341 ;167 ;115 ;no ;0 ;chemistry.stackexchange.com
66,562 ;2.062 ;1 ;96 ;5.784 ;6 ;5.87 ;66.636 ;13.2 ;3 ;10.746 ;11.208 ;36 ;23 ;yes ;0 ;chemistry.stackexchange.com
66,566 ;12.025 ;0 ;824 ;11.749 ;28 ;12.063 ;46.423 ;14.8 ;8 ;13.247 ;13.817 ;279 ;170 ;no ;1 ;chemistry.stackexchange.com
66,567 ;9.076 ;-1 ;485 ;10.406 ;19 ;10.003 ;54.518 ;14 ;6 ;12.747 ;13.295 ;167 ;105 ;no ;0 ;chemistry.stackexchange.com
66,572 ;6.533 ;2 ;441 ;6.601 ;13 ;8.209 ;69.16 ;11.6 ;6 ;11.062 ;11.538 ;156 ;111 ;yes ;0 ;chemistry.stackexchange.com
66,573 ;9.577 ;5 ;1,338 ;9.469 ;46 ;11.326 ;49.483 ;14 ;15 ;12.592 ;13.133 ;486 ;300 ;yes ;8 ;chemistry.stackexchange.com
66,574 ;5.98 ;1 ;742 ;7.462 ;32 ;9.063 ;55.766 ;12.8 ;12 ;11.944 ;12.458 ;279 ;173 ;yes ;0 ;chemistry.stackexchange.com
66,575 ;12.521 ;6 ;4,318 ;8.994 ;150 ;13.018 ;49.197 ;16.4 ;37 ;14.028 ;14.632 ;1,522 ;986 ;yes ;23 ;chemistry.stackexchange.com
66,578 ;5.127 ;1 ;154 ;8.116 ;9 ;11.211 ;35.462 ;14.4 ;3 ;12.487 ;13.024 ;66 ;35 ;yes ;2 ;chemistry.stackexchange.com
66,579 ;11.395 ;8 ;2,269 ;11.336 ;101 ;12.338 ;43.389 ;16.4 ;23 ;14.478 ;15.1 ;800 ;475 ;yes ;8 ;chemistry.stackexchange.com
66,580 ;7.211 ;7 ;2,051 ;7.507 ;67 ;9.158 ;62.188 ;12.4 ;27 ;11.628 ;12.128 ;740 ;497 ;yes ;1 ;chemistry.stackexchange.com
66,581 ;14.69 ;3 ;385 ;11.904 ;11 ;14.247 ;39.821 ;15.6 ;3 ;13.488 ;14.068 ;131 ;79 ;yes ;0 ;chemistry.stackexchange.com
66,582 ;10.229 ;10 ;922 ;6.811 ;32 ;11.82 ;55.835 ;15.2 ;9 ;13.328 ;13.901 ;340 ;230 ;yes ;6 ;chemistry.stackexchange.com
66,583 ;38.789 ;2 ;1,382 ;9.797 ;55 ;34.488 ;-10.601 ;38.4 ;4 ;23.31 ;24.313 ;514 ;318 ;yes ;5 ;chemistry.stackexchange.com
66,585 ;10.544 ;2 ;1,503 ;10.523 ;50 ;10.772 ;53.898 ;14 ;16 ;12.682 ;13.228 ;507 ;324 ;yes ;0 ;chemistry.stackexchange.com
66,588 ;14.657 ;3 ;653 ;11.071 ;22 ;14.67 ;39.047 ;16.8 ;5 ;14.489 ;15.112 ;228 ;138 ;yes ;3 ;chemistry.stackexchange.com
66,591 ;11.117 ;0 ;424 ;8.426 ;18 ;12.299 ;50.968 ;16.8 ;4 ;14.619 ;15.248 ;153 ;99 ;no ;1 ;chemistry.stackexchange.com
66,593 ;9.231 ;0 ;551 ;7.786 ;13 ;9.885 ;63.373 ;12.4 ;6 ;11.062 ;11.538 ;189 ;132 ;no ;0 ;chemistry.stackexchange.com
66,594 ;7.739 ;3 ;1,610 ;7.453 ;60 ;9.569 ;61.282 ;13.6 ;20 ;12.487 ;13.024 ;581 ;391 ;yes ;0 ;chemistry.stackexchange.com
66,595 ;12.484 ;1 ;486 ;13.98 ;22 ;13.234 ;33.311 ;16.4 ;5 ;14.489 ;15.112 ;170 ;93 ;yes ;0 ;chemistry.stackexchange.com
66,597 ;12.976 ;4 ;709 ;9.969 ;27 ;13.006 ;48.122 ;17.2 ;6 ;14.619 ;15.248 ;244 ;156 ;yes ;1 ;chemistry.stackexchange.com
66,603 ;8.05 ;3 ;342 ;6.623 ;8 ;9.672 ;64.015 ;12 ;4 ;10.746 ;11.208 ;123 ;86 ;yes ;0 ;chemistry.stackexchange.com
66,604 ;7.667 ;5 ;1,058 ;6.985 ;33 ;9.835 ;60.448 ;12.8 ;13 ;11.727 ;12.231 ;390 ;262 ;yes ;0 ;chemistry.stackexchange.com
66,605 ;15.724 ;3 ;1,161 ;9.716 ;29 ;15.043 ;46.88 ;17.2 ;8 ;13.428 ;14.006 ;399 ;268 ;yes ;0 ;chemistry.stackexchange.com
66,608 ;22.485 ;3 ;1,835 ;13.411 ;73 ;20.567 ;20.83 ;24 ;9 ;18.599 ;19.399 ;631 ;370 ;yes ;7 ;chemistry.stackexchange.com
66,611 ;12.37 ;-2 ;410 ;12.65 ;14 ;12.839 ;39.525 ;14.8 ;4 ;13.247 ;13.817 ;142 ;82 ;no ;2 ;chemistry.stackexchange.com
66,614 ;9.542 ;2 ;577 ;7.133 ;18 ;10.841 ;59.488 ;14 ;6 ;12.487 ;13.024 ;207 ;142 ;yes ;3 ;chemistry.stackexchange.com
66,616 ;7.899 ;1 ;245 ;11.061 ;10 ;10.289 ;43.56 ;12.8 ;4 ;11.66 ;12.162 ;89 ;50 ;yes ;0 ;chemistry.stackexchange.com
66,618 ;13.878 ;6 ;1,304 ;12.404 ;58 ;13.88 ;38.136 ;18 ;11 ;15.577 ;16.247 ;449 ;263 ;yes ;3 ;chemistry.stackexchange.com
66,619 ;13.497 ;4 ;1,915 ;11.05 ;81 ;14.444 ;36.592 ;18 ;16 ;15.324 ;15.983 ;692 ;405 ;yes ;3 ;chemistry.stackexchange.com
66,620 ;8.741 ;2 ;2,908 ;10.216 ;95 ;10.133 ;52.935 ;12.4 ;37 ;11.777 ;12.283 ;1,023 ;634 ;yes ;3 ;chemistry.stackexchange.com
66,621 ;40.668 ;4 ;1,465 ;10.428 ;52 ;34.779 ;-7.792 ;38.8 ;4 ;22.748 ;23.727 ;510 ;329 ;yes ;2 ;chemistry.stackexchange.com
66,625 ;7.315 ;1 ;1,347 ;9.043 ;31 ;8.239 ;64.775 ;10.4 ;19 ;9.996 ;10.426 ;456 ;307 ;yes ;0 ;chemistry.stackexchange.com
66,627 ;7.618 ;3 ;1,322 ;9.069 ;37 ;8.455 ;64.227 ;11.2 ;18 ;10.853 ;11.32 ;447 ;301 ;yes ;0 ;chemistry.stackexchange.com
66,628 ;11.794 ;2 ;618 ;11.2 ;27 ;12.466 ;44.277 ;16.4 ;6 ;14.619 ;15.248 ;216 ;130 ;yes ;0 ;chemistry.stackexchange.com
66,630 ;4.857 ;3 ;365 ;8.741 ;15 ;7.151 ;61.825 ;11.2 ;8 ;10.5 ;10.952 ;129 ;81 ;yes ;1 ;chemistry.stackexchange.com
66,632 ;5.722 ;6 ;342 ;8.025 ;10 ;6.575 ;71.078 ;10 ;6 ;10.071 ;10.504 ;113 ;78 ;yes ;0 ;chemistry.stackexchange.com
66,634 ;7.112 ;3 ;416 ;8.992 ;11 ;8.471 ;62.528 ;10.4 ;6 ;10.416 ;10.864 ;144 ;95 ;yes ;2 ;chemistry.stackexchange.com
66,639 ;10.825 ;2 ;737 ;7.725 ;26 ;11.805 ;55.465 ;15.6 ;7 ;13.556 ;14.139 ;263 ;177 ;yes ;4 ;chemistry.stackexchange.com
66,641 ;9.233 ;4 ;1,832 ;11.671 ;76 ;11.118 ;43.482 ;14 ;24 ;12.747 ;13.295 ;660 ;379 ;yes ;8 ;chemistry.stackexchange.com
66,642 ;9.265 ;1 ;342 ;9.705 ;12 ;10.296 ;55.084 ;13.6 ;4 ;12.487 ;13.024 ;119 ;76 ;yes ;0 ;chemistry.stackexchange.com
66,646 ;13.861 ;0 ;656 ;8.199 ;20 ;14.705 ;46.989 ;17.6 ;5 ;13.954 ;14.555 ;242 ;161 ;no ;0 ;chemistry.stackexchange.com
66,647 ;9.501 ;1 ;1,091 ;8.802 ;38 ;10.573 ;56.514 ;14 ;12 ;12.747 ;13.295 ;383 ;251 ;yes ;2 ;chemistry.stackexchange.com
66,649 ;7.748 ;1 ;162 ;12.018 ;8 ;9.22 ;47.958 ;14 ;3 ;11.944 ;12.458 ;56 ;32 ;yes ;0 ;chemistry.stackexchange.com
66,650 ;6.13 ;17 ;1,661 ;7.285 ;54 ;8.323 ;62.107 ;11.2 ;26 ;10.894 ;11.362 ;597 ;390 ;yes ;2 ;chemistry.stackexchange.com
66,652 ;14.898 ;0 ;918 ;11.658 ;46 ;15.801 ;30.122 ;20.4 ;7 ;17.041 ;17.774 ;335 ;190 ;no ;0 ;chemistry.stackexchange.com
66,656 ;8.821 ;-1 ;241 ;9.983 ;7 ;9.779 ;56.417 ;12 ;3 ;11.367 ;11.855 ;83 ;53 ;no ;0 ;chemistry.stackexchange.com
66,658 ;6.115 ;3 ;394 ;8.874 ;15 ;6.754 ;68.779 ;11.6 ;7 ;11.018 ;11.492 ;129 ;87 ;yes ;0 ;chemistry.stackexchange.com
66,665 ;7.053 ;5 ;328 ;4.907 ;2 ;8.732 ;72.085 ;9.6 ;4 ;6.873 ;7.169 ;118 ;89 ;yes ;1 ;chemistry.stackexchange.com
66,735 ;-0.613 ;1 ;46 ;-3.898 ;0 ;4.962 ;96.891 ;8.4 ;1 ;3 ;3.129 ;22 ;21 ;yes ;0 ;chemistry.stackexchange.com
66,781 ;-1.709 ;0 ;131 ;0.984 ;3 ;3.185 ;86.118 ;5.6 ;5 ;7.243 ;7.554 ;52 ;39 ;no ;0 ;chemistry.stackexchange.com
66,818 ;6.527 ;2 ;305 ;5.656 ;9 ;9.32 ;63.865 ;12.4 ;4 ;11.216 ;11.698 ;116 ;80 ;yes ;0 ;chemistry.stackexchange.com
66,851 ;18.227 ;5 ;4,172 ;9.507 ;182 ;18.442 ;32.018 ;22.4 ;25 ;17.778 ;18.543 ;1,554 ;971 ;yes ;0 ;chemistry.stackexchange.com
66,873 ;8.241 ;1 ;1,275 ;4.718 ;42 ;10.733 ;62.511 ;14.4 ;14 ;12.487 ;13.024 ;491 ;349 ;yes ;0 ;chemistry.stackexchange.com
66,875 ;15.537 ;4 ;1,533 ;10.897 ;61 ;14.971 ;40.512 ;18.8 ;11 ;15.898 ;16.582 ;525 ;326 ;yes ;3 ;chemistry.stackexchange.com
66,879 ;9.602 ;4 ;1,161 ;9.501 ;40 ;10.999 ;51.826 ;14 ;13 ;12.608 ;13.15 ;414 ;260 ;yes ;2 ;chemistry.stackexchange.com
66,880 ;13.693 ;4 ;410 ;15.399 ;16 ;13.12 ;34.396 ;15.6 ;4 ;13.954 ;14.555 ;136 ;75 ;yes ;0 ;chemistry.stackexchange.com
66,883 ;15.221 ;3 ;1,106 ;11.119 ;55 ;15.76 ;35.947 ;20.8 ;8 ;17.361 ;18.108 ;401 ;242 ;yes ;3 ;chemistry.stackexchange.com
66,884 ;8.738 ;1 ;1,128 ;8.084 ;47 ;10.054 ;59.564 ;14.8 ;13 ;13.414 ;13.991 ;399 ;267 ;yes ;0 ;chemistry.stackexchange.com
66,885 ;8.068 ;1 ;831 ;9.515 ;23 ;9.402 ;57.769 ;11.2 ;11 ;10.92 ;11.39 ;290 ;186 ;yes ;1 ;chemistry.stackexchange.com
66,888 ;11.706 ;4 ;618 ;10.986 ;23 ;12.562 ;43.889 ;15.2 ;6 ;13.724 ;14.314 ;218 ;131 ;yes ;2 ;chemistry.stackexchange.com
66,891 ;10.885 ;3 ;1,316 ;11.284 ;45 ;11.68 ;46.438 ;14 ;14 ;12.82 ;13.371 ;458 ;276 ;yes ;10 ;chemistry.stackexchange.com
66,892 ;18.439 ;3 ;973 ;14.049 ;43 ;18.032 ;22.78 ;21.6 ;6 ;17.663 ;18.422 ;344 ;192 ;yes ;0 ;chemistry.stackexchange.com
66,893 ;7.654 ;0 ;158 ;7.69 ;5 ;8.588 ;67.329 ;12.8 ;2 ;11.66 ;12.162 ;54 ;38 ;no ;2 ;chemistry.stackexchange.com
66,898 ;6.081 ;1 ;754 ;7.433 ;15 ;6.221 ;76.585 ;8.8 ;12 ;9.124 ;9.516 ;240 ;176 ;yes ;0 ;chemistry.stackexchange.com
66,900 ;5.204 ;1 ;389 ;7.378 ;10 ;7.245 ;66.275 ;9.2 ;7 ;9.547 ;9.957 ;137 ;91 ;yes ;0 ;chemistry.stackexchange.com
66,903 ;8.683 ;4 ;1,387 ;5.767 ;49 ;10.772 ;60.815 ;14.8 ;15 ;12.899 ;13.454 ;520 ;362 ;yes ;0 ;chemistry.stackexchange.com
66,906 ;-1.053 ;1 ;359 ;0.429 ;8 ;4.396 ;84.206 ;6.8 ;10 ;7.899 ;8.239 ;152 ;116 ;yes ;0 ;chemistry.stackexchange.com
66,907 ;7.82 ;9 ;457 ;8.836 ;17 ;9.89 ;55.324 ;13.2 ;6 ;12.22 ;12.745 ;166 ;105 ;yes ;2 ;chemistry.stackexchange.com
66,911 ;5.232 ;4 ;161 ;7.829 ;5 ;9.312 ;50.268 ;10 ;3 ;10.071 ;10.504 ;63 ;37 ;yes ;0 ;chemistry.stackexchange.com
66,915 ;9.688 ;1 ;679 ;10.781 ;20 ;10.277 ;53.662 ;12.4 ;8 ;11.66 ;12.162 ;231 ;145 ;yes ;0 ;chemistry.stackexchange.com
66,916 ;22.173 ;3 ;1,005 ;9.715 ;33 ;20.511 ;30.651 ;24 ;5 ;17.071 ;17.805 ;354 ;232 ;yes ;6 ;chemistry.stackexchange.com
66,918 ;12.135 ;1 ;1,054 ;11.418 ;42 ;12.996 ;41.07 ;16.4 ;10 ;14.225 ;14.837 ;373 ;220 ;yes ;0 ;chemistry.stackexchange.com
66,928 ;8.757 ;8 ;289 ;10.57 ;9 ;9.533 ;53.43 ;12 ;4 ;11.216 ;11.698 ;98 ;60 ;yes ;0 ;chemistry.stackexchange.com
66,929 ;10.586 ;3 ;2,300 ;10.132 ;81 ;11.656 ;48.823 ;14.4 ;24 ;13.062 ;13.624 ;813 ;503 ;yes ;4 ;chemistry.stackexchange.com
66,932 ;9.822 ;2 ;471 ;8.651 ;14 ;11.749 ;49.658 ;13.2 ;5 ;12.165 ;12.688 ;174 ;109 ;yes ;1 ;chemistry.stackexchange.com
66,934 ;11.805 ;3 ;2,369 ;8.028 ;115 ;13.639 ;44.944 ;18.4 ;21 ;15.817 ;16.498 ;895 ;562 ;yes ;4 ;chemistry.stackexchange.com
66,938 ;6.321 ;10 ;307 ;10.365 ;15 ;9.371 ;43.655 ;12.8 ;7 ;11.018 ;11.492 ;113 ;62 ;yes ;0 ;chemistry.stackexchange.com
66,939 ;5.136 ;2 ;338 ;7.085 ;13 ;7.9 ;62.172 ;11.6 ;6 ;11.062 ;11.538 ;124 ;80 ;yes ;0 ;chemistry.stackexchange.com
66,940 ;4.41 ;0 ;112 ;5.76 ;4 ;7.991 ;62.704 ;11.2 ;2 ;10.746 ;11.208 ;43 ;28 ;no ;0 ;chemistry.stackexchange.com
66,941 ;8.361 ;2 ;598 ;10.294 ;26 ;9.809 ;53.68 ;14.4 ;8 ;12.874 ;13.428 ;210 ;130 ;yes ;2 ;chemistry.stackexchange.com
66,946 ;9.686 ;9 ;269 ;9.607 ;9 ;10.5 ;55.405 ;14 ;3 ;12.487 ;13.024 ;93 ;60 ;yes ;2 ;chemistry.stackexchange.com
66,949 ;14.086 ;4 ;714 ;12.816 ;31 ;14.664 ;32.082 ;17.6 ;6 ;15.45 ;16.114 ;253 ;142 ;yes ;3 ;chemistry.stackexchange.com
66,950 ;13.858 ;7 ;867 ;10.803 ;35 ;15 ;34.589 ;17.6 ;7 ;15.247 ;15.903 ;318 ;185 ;yes ;3 ;chemistry.stackexchange.com
66,952 ;6.963 ;0 ;149 ;10.454 ;9 ;9.943 ;41.585 ;16 ;3 ;12.487 ;13.024 ;55 ;30 ;no ;0 ;chemistry.stackexchange.com
66,954 ;17.723 ;2 ;2,279 ;13.987 ;100 ;17.397 ;22.103 ;20.4 ;15 ;17.142 ;17.879 ;800 ;436 ;yes ;2 ;chemistry.stackexchange.com
66,955 ;7.715 ;3 ;2,666 ;9.591 ;110 ;9.125 ;58.281 ;13.6 ;37 ;12.444 ;12.979 ;930 ;595 ;yes ;0 ;chemistry.stackexchange.com
66,959 ;6.834 ;1 ;214 ;7.915 ;11 ;10.244 ;51.898 ;15.2 ;3 ;13.488 ;14.068 ;83 ;51 ;yes ;0 ;chemistry.stackexchange.com
66,960 ;-0.082 ;2 ;115 ;3.05 ;2 ;3.8 ;81.62 ;5.2 ;4 ;6.873 ;7.169 ;43 ;31 ;yes ;0 ;chemistry.stackexchange.com
66,961 ;9.338 ;1 ;355 ;9.014 ;17 ;12.266 ;43.192 ;16 ;4 ;14.292 ;14.906 ;137 ;81 ;yes ;2 ;chemistry.stackexchange.com
66,962 ;9.145 ;1 ;1,226 ;10.347 ;54 ;10.712 ;49.85 ;14.8 ;15 ;13.392 ;13.968 ;437 ;266 ;yes ;1 ;chemistry.stackexchange.com
66,964 ;6.572 ;2 ;318 ;8.214 ;15 ;9.201 ;54.744 ;13.6 ;5 ;12.487 ;13.024 ;117 ;72 ;yes ;0 ;chemistry.stackexchange.com
66,965 ;43.113 ;3 ;1,834 ;7.889 ;54 ;36.281 ;-2.615 ;40.8 ;5 ;21 ;21.903 ;630 ;456 ;yes ;2 ;chemistry.stackexchange.com
